I_D	TSEVENT_ID	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	DOUBTFUL	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DISTANCE_FROM_SOURCE	ARR_DAY	ARR_HOUR	ARR_MIN	TRAVEL_TIME_HOURS	TRAVEL_TIME_MINUTES	WATER_HT	HORIZONTAL_INUNDATION	TYPE_MEASUREMENT_ID	PERIOD	FIRST_MOTION	DEATHS	DEATHS_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION
22365	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.369389	141.951361	85	125						19.2	98	5												 
22366	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.917092	141.939389	85	184						19.5	160	5												 
22367	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.960583	141.953833	85	189						19.93	0	5												 
22368	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.2114	141.887528	85	110						20.12	0	5												 
23164	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.353799	141.932627	85	124						12.57	200	4												 
23165	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	38.965528	141.687917	85	95						12.58	40	4												 
23166	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.104203	141.860562	85	100						12.68	0	4												 
23167	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	38.9405	141.704806	85	92						12.74	260	4												 
23168	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	38.987472	141.741083	85	94						12.75	59	4												 
23169	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	37.937111	140.894056	85	135						12.76	0	4												 
23170	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.071583	141.855889	85	97						12.85	37.5	4												 
23171	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.770611	141.513569	85	91						12.88	0	4												 
23172	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.406139	141.492194	85	78						12.89	89.39	4												 
23173	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.356992	141.911504	85	124						12.9	40	4												 
23174	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.000034	141.622182	85	102						12.96	0	4												 
23175	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	38.956833	141.69575	85	94						11.37	550	5												 
23176	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.611833	141.977889	85	150						11.51	64	5												 
19147	5413	2011	3	11	5	46	24.1		USA	CA	SAN DIEGO, CA	32.713	-117.174	88	8629	11	17	7	11	20	.63		2												 
24432	5413	2011	3	11	5	46	24.1		JAPAN	FUKUSHIMA	FUKUSHIMA PREFECTURE, TOHOKU REGION	36.936444	140.915194	85	198						11.21	0	5												 
24433	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.353667	141.908583	85	124						11.24	21	5												 
24434	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.354278	141.907861	85	124						11.25	82	5												 
24435	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.638767	141.455917	85	88						11.35	0	5												 
24436	5413	2011	3	11	5	46	24.1		JAPAN	IBARAKI	IBARAKI PREFECTURE, KANTO REGION	35.80851	140.785056	85	311						5.55	121	5												 
24437	5413	2011	3	11	5	46	24.1		JAPAN	IBARAKI	IBARAKI PREFECTURE, KANTO REGION	36.240362	140.560721	85	279						7.77	0	5												 
24438	5413	2011	3	11	5	46	24.1		JAPAN	IBARAKI	IBARAKI PREFECTURE, KANTO REGION	35.83853	140.761453	85	309						6.96	152	5												 
24439	5413	2011	3	11	5	46	24.1		JAPAN	IBARAKI	IBARAKI PREFECTURE, KANTO REGION	36.338306	140.585194	85	269						1.81	0	4												 
24440	5413	2011	3	11	5	46	24.1		JAPAN	IBARAKI	IBARAKI PREFECTURE, KANTO REGION	36.84975	140.795778	85	213						8.6	0	5												 
24441	5413	2011	3	11	5	46	24.1		JAPAN	IBARAKI	IBARAKI PREFECTURE, KANTO REGION	36.716528	140.724139	85	228						3.97	0	4												 
24442	5413	2011	3	11	5	46	24.1		JAPAN	IBARAKI	IBARAKI PREFECTURE, KANTO REGION	36.697222	140.716194	85	230						4.57	0	4												 
24443	5413	2011	3	11	5	46	24.1		JAPAN	IBARAKI	IBARAKI PREFECTURE, KANTO REGION	36.064472	140.618306	85	293						3.39	0	4												 
24444	5413	2011	3	11	5	46	24.1		JAPAN	IBARAKI	IBARAKI PREFECTURE, KANTO REGION	36.716167	140.723583	85	228						2.77	0	4												 
24445	5413	2011	3	11	5	46	24.1		JAPAN	IBARAKI	IBARAKI PREFECTURE, KANTO REGION	36.339757	140.597708	85	268						3.75	0	4												 
24446	5413	2011	3	11	5	46	24.1		JAPAN	IBARAKI	IBARAKI PREFECTURE, KANTO REGION	36.69025	140.712917	85	231						0	0	5												 
24447	5413	2011	3	11	5	46	24.1		JAPAN	IBARAKI	IBARAKI PREFECTURE, KANTO REGION	36.494583	140.611194	85	254						0	0	5												 
24448	5413	2011	3	11	5	46	24.1		JAPAN	IBARAKI	IBARAKI PREFECTURE, KANTO REGION	36.290734	140.559024	85	275						6.9	110	5												 
24449	5413	2011	3	11	5	46	24.1		JAPAN	IBARAKI	IBARAKI PREFECTURE, KANTO REGION	36.75705	140.734817	85	224						4.33	0	4												 
24450	5413	2011	3	11	5	46	24.1		JAPAN	TSHIBA	TSHIBA PREFECTURE, KANTO REGION	35.577889	140.489083	85	346						3.16	0	4												 
24451	5413	2011	3	11	5	46	24.1		JAPAN	TSHIBA	TSHIBA PREFECTURE, KANTO REGION	35.700972	140.692667	85	325						7.17	80	4												 
24452	5413	2011	3	11	5	46	24.1		JAPAN	TSHIBA	TSHIBA PREFECTURE, KANTO REGION	35.694375	140.734711	85	324						3.47	0	4												 
24453	5413	2011	3	11	5	46	24.1		JAPAN	TSHIBA	TSHIBA PREFECTURE, KANTO REGION	35.694362	140.734631	85	324						3.6	0	4												 
24454	5413	2011	3	11	5	46	24.1		JAPAN	TSHIBA	TSHIBA PREFECTURE, KANTO REGION	35.697219	140.8509	85	319						3.93	0	4												 
24455	5413	2011	3	11	5	46	24.1		JAPAN	TSHIBA	TSHIBA PREFECTURE, KANTO REGION	35.693833	140.726394	85	324						4.53	0	4												 
24456	5413	2011	3	11	5	46	24.1		JAPAN	TSHIBA	TSHIBA PREFECTURE, KANTO REGION	35.588414	140.501969	85	344						0	0	4												 
24998	5413	2011	3	11	5	46	24.1		JAPAN	FUKUSHIMA	FUKUSHIMA PREFECTURE, TOHOKU REGION	36.927233	140.79625	85	206						4.57	0	4												 
24999	5413	2011	3	11	5	46	24.1		JAPAN	FUKUSHIMA	FUKUSHIMA PREFECTURE, TOHOKU REGION	37.839778	140.956972	85	134						10.51	80	4												 
25000	5413	2011	3	11	5	46	24.1		JAPAN	FUKUSHIMA	FUKUSHIMA PREFECTURE, TOHOKU REGION	37.74527	140.988675	85	136						8.35	0	5												 
22336	5413	2011	3	11	5	46	24.1		JAPAN	AOMORI	AOMORI PREFECTURE, TOHOKU REGION	40.798358	141.403678	85	290						6.7	201	5												 
22337	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.055361	141.721389	85	102						7.27	95	5												 
22338	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.413944	141.287222	85	96						7.57	200	5												 
22339	5413	2011	3	11	5	46	24.1		JAPAN	AOMORI	AOMORI PREFECTURE, TOHOKU REGION	40.737131	141.419439	85	283						7.7	89	5												 
22340	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.736424	141.969295	85	164						7.93	460	5												 
22341	5413	2011	3	11	5	46	24.1		JAPAN	AOMORI	AOMORI PREFECTURE, TOHOKU REGION	40.471611	141.645803	85	250						9	151	5												 
22342	5413	2011	3	11	5	46	24.1		JAPAN	AOMORI	AOMORI PREFECTURE, TOHOKU REGION	40.469806	141.647869	85	250						9.1	107	5												 
22343	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.062889	141.739583	85	101						10.62	105	5												 
22344	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.069222	141.7235	85	103						10.97	450	5												 
22345	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.003472	141.625056	85	102						12.35	195	5												 
22346	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.791167	141.497889	85	94						13.55	0	5												 
22347	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.720139	141.504833	85	89						15.06	0	5												 
22348	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.678306	141.449639	85	91						15.7	0	5												 
22349	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.646917	141.419222	85	92						18.64	0	5												 
22350	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.817917	141.563278	85	91						18.72	0	5												 
22351	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.358472	141.484194	85	78						26.08	0	5												 
22352	5413	2011	3	11	5	46	24.1		JAPAN	TSHIBA	TSHIBA PREFECTURE, KANTO REGION	35.077472	140.102	85	411						1.13	0	4												 
22353	5413	2011	3	11	5	46	24.1		JAPAN	TSHIBA	TSHIBA PREFECTURE, KANTO REGION	34.986306	139.971306	85	426						1.15	0	4												 
22354	5413	2011	3	11	5	46	24.1		JAPAN	TSHIBA	TSHIBA PREFECTURE, KANTO REGION	35.122944	140.160917	85	404						1.24	0	4												 
22355	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.382222	141.930972	85	127						17.6	700	5												 
22356	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.308583	141.908556	85	119						17.66	25	5												 
22357	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.152694	141.866778	85	211						17.73	0	5												 
24339	5413	2011	3	11	5	46	24.1		JAPAN	HOKKAIDO	HOKKAIDO PREFECTURE	42.220694	142.629889	85	437						1.44	0	5												 
24340	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.446395	141.223253	85	102						1.44	0	5												 
24341	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.046578	140.865705	85	135						1.46	0	5												 
24342	5413	2011	3	11	5	46	24.1		JAPAN	HOKKAIDO	HOKKAIDO PREFECTURE	42.524252	140.38815	85	499						1.46	340	5												 
24343	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.450299	141.292489	85	96						1.52	0	5												 
24344	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.189261	140.927463	85	127						1.53	0	5												 
24345	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.189858	140.925618	85	127						1.54	0	5												 
24346	5413	2011	3	11	5	46	24.1		JAPAN	FUKUSHIMA	FUKUSHIMA PREFECTURE, TOHOKU REGION	37.842465	140.923703	85	137						1.56	0	5												 
24347	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.450351	141.293856	85	96						1.57	0	5												 
24348	5413	2011	3	11	5	46	24.1		JAPAN	HOKKAIDO	HOKKAIDO PREFECTURE	42.395337	142.261084	85	456						1.63	0	5												 
22621	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.378611	141.741111	85	238						8.8	42	4												 
22622	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.315278	141.780556	85	230						8.84	20	4												 
22623	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.117361	141.829056	85	208						8.99	235	4												 
22624	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.210056	141.797083	85	218						9.07	240	4												 
22625	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.415833	141.716389	85	242						9.14	30	4												 
22626	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.393611	141.726111	85	240						9.29	75	4												 
22627	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.009444	141.905222	85	195						9.3	0	4												 
22628	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.388889	141.717222	85	239						9.3	177	4												 
22629	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.344444	141.768333	85	234						9.37	170	4												 
22630	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.346944	141.762778	85	234						9.57	130	4												 
22631	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.431389	141.700833	85	244						9.73	85	4												 
21302	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.789906	141.490321	85	94						9.73	0	5												 
21303	5413	2011	3	11	5	46	24.1		JAPAN	AOMORI	AOMORI PREFECTURE, TOHOKU REGION	40.469917	141.649556	85	250						10.73	0	5												 
21304	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.862253	141.616729	85	91						17.16	0	5												 
21305	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.776996	141.487264	85	94						20.26	0	5												 
21306	5413	2011	3	11	5	46	24.1		JAPAN	WAKAYAMA	WAKAYAMA PREFECTURE, KINKI REGION	33.768056	135.298553	85	811						0	0	4												 
21307	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.447361	141.235278	85	101						1.25	4850	4												 
21308	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.407778	141.248694	85	99						7.18	220	4												 
21309	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.372472	141.166667	85	105						9.96	149	4												 
21310	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.441757	141.983156	85	132						14.94	60	4												 
21311	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.799472	141.981806	85	170						24.07	0	4												 
21312	5413	2011	3	11	5	46	24.1		JAPAN	IBARAKI	IBARAKI PREFECTURE, KANTO REGION	36.064833	140.618556	85	293						3.12	0	4												 
21313	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.607516	141.954507	85	150						4.62	210	4												 
21314	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.386306	141.107472	85	111						1.89	0	4												 
21315	5413	2011	3	11	5	46	24.1		JAPAN	AOMORI	AOMORI PREFECTURE, TOHOKU REGION	40.580264	141.47045	85	265						1.9	0	4												 
21316	5413	2011	3	11	5	46	24.1		JAPAN	AOMORI	AOMORI PREFECTURE, TOHOKU REGION	40.528522	141.5464	85	258						1.9	0	4												 
23146	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.576325	141.451644	85	86						12.02	136	4												 
23147	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.101056	141.862028	85	100						12.03	87	4												 
23148	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.704694	141.561	85	84						12.04	0	4												 
23149	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.418681	141.985549	85	129						12.09	70	4												 
23150	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.90715	141.579583	85	97						12.1	10	4												 
23151	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.907112	141.648209	85	93						12.19	0	4												 
23152	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.300889	141.88225	85	119						12.24	0	4												 
23153	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.777889	141.506667	85	92						12.26	0	4												 
23154	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.690611	141.487472	85	89						12.3	260	4												 
23155	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.88875	141.603722	85	94						12.32	0	4												 
23156	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.107474	141.830633	85	102						12.33	0	4												 
23157	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	38.957222	141.723139	85	93						12.37	65	4												 
23158	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.218314	140.985792	85	121						12.37	100	4												 
22609	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.019306	141.713639	85	99						6.63	154.24	5												 
22610	5413	2011	3	11	5	46	24.1		JAPAN	FUKUSHIMA	FUKUSHIMA PREFECTURE, TOHOKU REGION	37.888691	140.907135	85	136						6.63	0	5												 
22611	5413	2011	3	11	5	46	24.1		JAPAN	IBARAKI	IBARAKI PREFECTURE, KANTO REGION	36.773167	140.743056	85	222						6.64	0	5												 
22612	5413	2011	3	11	5	46	24.1		JAPAN	IBARAKI	IBARAKI PREFECTURE, KANTO REGION	36.158004	140.579223	85	286						6.69	0	5												 
22613	5413	2011	3	11	5	46	24.1		JAPAN	FUKUSHIMA	FUKUSHIMA PREFECTURE, TOHOKU REGION	37.85725	140.919932	85	136						6.7	0	5												 
22614	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.487575	141.965518	85	137						6.76	870	5												 
22615	5413	2011	3	11	5	46	24.1		JAPAN	IBARAKI	IBARAKI PREFECTURE, KANTO REGION	36.319971	140.592215	85	270						6.78	0	5												 
22616	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.050417	141.794417	85	98						6.79	824.84	5												 
22617	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	38.992417	141.690139	85	97						6.83	925	5												 
22618	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.396111	141.723056	85	240						8.39	75	4												 
22619	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.431944	141.700278	85	244						8.63	50	4												 
22620	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	40.383333	141.738611	85	238						8.7	40	4												 
23161	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.583222	141.95542	85	148						12.47	230	4												 
23162	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.717694	141.508417	85	89						12.49	0	4												 
23163	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.647889	141.429056	85	91						12.5	0	4												 
24331	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.447351	141.263055	85	98						1.22	0	5												 
22871	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.574529	142.020672	85	145						10.36	520	4												 
22872	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.269444	141.886111	85	116						10.37	10	4												 
23413	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.335333	141.047083	85	116						2.55	0	4												 
23414	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.427806	141.2265	85	101						2.61	0	4												 
23415	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.426583	141.223	85	101						2.63	0	4												 
23416	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.089694	140.914944	85	129						2.67	0	4												 
23417	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.431944	141.289194	85	96						2.72	0	4												 
23418	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.426806	141.289194	85	96						2.9	0	4												 
20742	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.121611	140.898667	85	130						.52	0	4												 
20743	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.4425	141.211389	85	102						.55	0	4												 
20744	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.050278	140.884778	85	133						.65	0	4												 
20745	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.032722	141.737111	85	99						8.73	30	4												 
20746	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.062917	141.739667	85	101						10.09	190	4												 
20747	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.059278	141.715194	85	102						10.69	990	4												 
20748	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.093194	141.702389	85	106						7.51	3600	5												 
21289	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.413167	141.275083	85	97						6.71	0	4												 
21290	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.418972	141.304139	85	94						6.92	0	4												 
21291	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.422611	141.309639	85	94						7.28	0	4												 
21292	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.414611	141.290861	85	95						7.66	0	4												 
21293	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.374167	141.16675	85	106						8.16	0	4												 
21294	5413	2011	3	11	5	46	24.1		JAPAN	AOMORI	AOMORI PREFECTURE, TOHOKU REGION	40.60375	141.459917	85	268						8.59	0	4												 
21295	5413	2011	3	11	5	46	24.1		JAPAN	AOMORI	AOMORI PREFECTURE, TOHOKU REGION	40.471306	141.645972	85	250						9.71	0	4												 
21296	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.274194	141.893806	85	116						10.08	0	4												 
21297	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.889737	141.55855	85	97						3.41	0	5												 
21298	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.922682	141.586424	85	97						4.6	0	5												 
21299	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.844285	141.616602	85	90						7.67	0	5												 
21300	5413	2011	3	11	5	46	24.1		JAPAN	MIYAGI	MIYAGI PREFECTURE, TOHOKU REGION	38.907057	141.568373	85	97						8.93	0	5												 
21301	5413	2011	3	11	5	46	24.1		JAPAN	AOMORI	AOMORI PREFECTURE, TOHOKU REGION	40.596639	141.465639	85	267						9.36	0	5												 
20754	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.019639	141.754083	85	97						10.12	70	5												 
20755	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.074417	141.745028	85	102						11.14	1090	5												 
20756	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.002472	141.735944	85	96						12.89	140	5												 
20757	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	38.990417	141.729722	85	95						14.13	60	5												 
20758	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	38.991556	141.737056	85	95						14.58	330	5												 
20759	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.035028	141.769778	85	97						14.81	20	5												 
20760	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.011639	141.731194	85	97						15.67	50	5												 
20761	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	38.99575	141.726722	85	96						16.33	500	5												 
20762	5413	2011	3	11	5	46	24.1		JAPAN	IWATE	IWATE PREFECTURE, TOHOKU REGION	39.040361	141.765722	85	98						18.81	680	5												 
